anio,semana_epi,provincia,temp,hum,precip_mm
2024,14,Tucumán,19.5,90.9,0.3
2024,15,Buenos Aires,15.0,79.7,0.5
2024,15,CABA,17.5,76.0,0.6
2024,15,Catamarca,15.8,77.9,0.2
2024,15,Chaco,20.7,91.8,0.7
2024,15,Chubut,10.2,59.1,0.0
2024,15,Corrientes,20.3,88.4,0.8
2024,15,Córdoba,14.5,87.5,0.5
2024,15,Entre Ríos,17.6,84.1,0.5
2024,15,Formosa,21.9,91.7,1.0
2024,15,Jujuy,15.4,77.5,0.4
2024,15,La Pampa,13.2,80.6,1.0
2024,15,La Rioja,14.9,83.6,0.3
2024,15,Mendoza,11.6,70.0,0.4
2024,15,Misiones,22.4,86.1,0.9
2024,15,Neuquén,10.0,68.2,0.1
2024,15,Río Negro,10.3,66.0,0.2
2024,15,Salta,16.7,88.9,0.4
2024,15,San Juan,15.9,70.9,0.3
2024,15,San Luis,13.3,82.5,0.5
2024,15,Santa Cruz,7.5,59.9,0.0
2024,15,Santa Fe,17.6,86.2,0.5
2024,15,Santiago del Estero,17.3,88.7,0.3
2024,15,Tierra del Fuego,5.8,74.3,0.2
2024,15,Tucumán,16.3,92.4,0.6
2024,16,Buenos Aires,17.1,74.7,1.3
2024,16,CABA,18.3,76.7,1.1427428571428571e+19
2024,16,Catamarca,18.8,58.3,0.0
2024,16,Chaco,19.7,78.0,0.7
2024,16,Chubut,12.2,55.3,0.1
2024,16,Corrientes,19.5,77.5,1.1
2024,16,Córdoba,17.8,69.3,0.1
2024,16,Entre Ríos,18.7,76.0,1.4
2024,16,Formosa,20.6,73.8,0.5
2024,16,Jujuy,14.8,60.5,0.0
2024,16,La Pampa,15.8,72.8,0.5
2024,16,La Rioja,18.3,61.2,0.0
2024,16,Mendoza,15.2,60.4,0.0
2024,16,Misiones,19.6,78.8,1.6
2024,16,Neuquén,12.1,62.6,0.2
2024,16,Río Negro,12.1,65.4,0.5
2024,16,Salta,17.7,75.5,0.0
2024,16,San Juan,18.4,61.4,0.0
2024,16,San Luis,16.3,69.7,0.1
2024,16,Santa Cruz,9.4,61.4,0.1
2024,16,Santa Fe,18.3,75.9,0.3
2024,16,Santiago del Estero,20.6,64.8,0.0
2024,16,Tierra del Fuego,6.8,81.0,0.3
2024,16,Tucumán,19.1,72.1,0.0
2024,17,Buenos Aires,13.1,74.1,0.2
2024,17,CABA,15.3,70.0,0.4
2024,17,Catamarca,18.5,75.7,0.0
2024,17,Chaco,23.5,86.9,0.6
2024,17,Chubut,8.8,53.6,0.1
2024,17,Corrientes,21.4,84.4,0.9
2024,17,Córdoba,15.3,76.7,0.1
2024,17,Entre Ríos,16.9,77.7,0.7
2024,17,Formosa,26.0,83.2,0.3
2024,17,Jujuy,17.9,65.6,0.3
2024,17,La Pampa,12.5,69.7,0.1
2024,17,La Rioja,17.3,74.5,0.1
2024,17,Mendoza,13.2,59.6,0.0
2024,17,Misiones,22.8,89.3,0.7
2024,17,Neuquén,8.7,64.6,0.3
2024,17,Río Negro,8.9,61.6,0.4
2024,17,Salta,20.0,84.9,0.2
2024,17,San Juan,18.2,67.4,0.0
2024,17,San Luis,14.9,72.6,0.0
2024,17,Santa Cruz,5.5,59.6,0.0
2024,17,Santa Fe,17.5,81.8,0.3
2024,17,Santiago del Estero,18.2,88.9,0.4
2024,17,Tierra del Fuego,3.8,83.6,0.4
2024,17,Tucumán,17.6,93.2,0.3
2024,18,Buenos Aires,14.4,76.8,0.3
2024,18,CABA,15.9,80.6,0.7
2024,18,Catamarca,21.2,62.6,0.0
2024,18,Chaco,25.8,83.2,0.0
2024,18,Chubut,8.8,54.1,0.1
2024,18,Corrientes,24.3,84.7,0.5
2024,18,Córdoba,17.2,75.1,0.0
2024,18,Entre Ríos,17.7,87.8,0.5
2024,18,Formosa,28.5,72.4,0.0
2024,18,Jujuy,17.7,57.0,0.0
2024,18,La Pampa,13.4,64.3,0.0
2024,18,La Rioja,19.7,69.5,0.0
2024,18,Mendoza,14.3,43.9,0.0
2024,18,Misiones,25.7,76.0,0.2
2024,18,Neuquén,7.1,64.6,1.2
2024,18,Río Negro,8.6,63.9,0.9
2024,18,Salta,20.5,79.6,0.0
2024,18,San Juan,21.6,38.2,0.0
2024,18,San Luis,16.0,63.4,0.0
2024,18,Santa Cruz,3.9,80.2,0.8
2024,18,Santa Fe,19.2,85.4,0.1
2024,18,Santiago del Estero,20.8,84.4,0.0
2024,18,Tierra del Fuego,1.1,81.9,0.2
2024,18,Tucumán,19.0,85.9,0.0
2025,1,Buenos Aires,22.2,59.6,0.0
2025,1,CABA,22.6,61.8,0.0
2025,1,Catamarca,28.7,48.4,0.2
2025,1,Chaco,27.4,59.6,0.0
2025,1,Chubut,19.1,60.9,0.1
2025,1,Corrientes,27.3,52.3,0.0
2025,1,Córdoba,26.5,56.2,0.0
2025,1,Entre Ríos,25.6,50.9,0.0
2025,1,Formosa,28.5,58.8,0.3
2025,1,Jujuy,19.0,73.2,1.1
2025,1,La Pampa,26.3,40.8,0.0
2025,1,La Rioja,29.3,45.5,0.2
2025,1,Mendoza,26.2,43.2,0.1
2025,1,Misiones,25.6,61.7,0.1
2025,1,Neuquén,23.6,38.6,0.0
2025,1,Río Negro,20.4,52.3,0.0
2025,1,Salta,24.5,75.4,0.7
2025,1,San Juan,29.6,42.7,0.3
2025,1,San Luis,27.3,47.7,0.0
2025,1,Santa Cruz,16.6,56.5,0.0
2025,1,Santa Fe,27.4,55.1,0.0
2025,1,Santiago del Estero,29.0,59.7,0.1
2025,1,Tierra del Fuego,11.5,67.9,0.1
2025,1,Tucumán,25.6,73.8,0.2
2025,2,Buenos Aires,24.9,58.6,0.0
2025,2,CABA,23.5,68.3,0.0
2025,2,Catamarca,27.4,52.0,0.3
2025,2,Chaco,28.0,51.3,0.0
2025,2,Chubut,20.9,44.7,0.0
2025,2,Corrientes,27.9,49.4,0.0
2025,2,Córdoba,26.8,56.4,0.1
2025,2,Entre Ríos,27.0,46.2,0.0
2025,2,Formosa,29.5,48.6,0.0
2025,2,Jujuy,18.4,77.0,0.7
2025,2,La Pampa,26.8,56.0,0.2
2025,2,La Rioja,27.8,51.5,0.3
2025,2,Mendoza,24.5,51.7,0.5
2025,2,Misiones,25.6,60.7,0.1
2025,2,Neuquén,23.8,38.6,0.0
2025,2,Río Negro,22.3,45.3,0.0
2025,2,Salta,24.4,70.8,0.4
2025,2,San Juan,28.3,47.6,0.3
2025,2,San Luis,25.8,52.2,0.4
2025,2,Santa Cruz,15.6,52.3,0.0
2025,2,Santa Fe,29.0,49.0,0.0
2025,2,Santiago del Estero,29.5,60.4,0.1
2025,2,Tierra del Fuego,10.1,67.1,0.4
2025,2,Tucumán,26.3,68.7,0.3
2025,3,Buenos Aires,26.5,56.8,0.2
2025,3,CABA,26.0,68.6,0.1
2025,3,Catamarca,28.7,38.6,0.2
2025,3,Chaco,29.9,50.9,0.1
2025,3,Chubut,18.6,39.1,0.0
2025,3,Corrientes,29.7,52.5,0.1
2025,3,Córdoba,27.8,55.0,0.2
2025,3,Entre Ríos,28.6,52.0,0.3
2025,3,Formosa,31.3,48.9,0.2
2025,3,Jujuy,19.3,61.5,0.4
2025,3,La Pampa,27.3,51.6,0.2
2025,3,La Rioja,29.3,40.4,0.2
2025,3,Mendoza,25.4,42.1,0.3
2025,3,Misiones,25.8,70.0,0.3
2025,3,Neuquén,21.0,38.7,0.0
2025,3,Río Negro,19.6,47.0,0.0
2025,3,Salta,25.7,54.6,0.3
2025,3,San Juan,29.7,39.0,0.2
2025,3,San Luis,27.1,47.0,0.3
2025,3,Santa Cruz,14.0,40.4,0.0
2025,3,Santa Fe,29.8,51.9,0.2
2025,3,Santiago del Estero,30.7,48.3,0.0
2025,3,Tierra del Fuego,8.7,62.7,0.4
2025,3,Tucumán,27.9,50.5,0.1
2025,4,Buenos Aires,25.2,46.2,0.1
2025,4,CABA,24.7,47.2,0.3
2025,4,Catamarca,27.2,62.7,0.3
2025,4,Chaco,27.0,73.1,0.6
2025,4,Chubut,19.2,40.8,0.0
2025,4,Corrientes,27.0,63.9,0.6
2025,4,Córdoba,25.8,70.9,0.3
2025,4,Entre Ríos,26.9,59.0,0.2
2025,4,Formosa,29.4,73.2,0.3
2025,4,Jujuy,19.1,72.2,1.2
2025,4,La Pampa,26.8,53.0,0.1
2025,4,La Rioja,27.0,66.0,0.4
2025,4,Mendoza,24.9,53.7,0.2
2025,4,Misiones,24.5,76.8,0.9
2025,4,Neuquén,21.5,45.5,0.0
2025,4,Río Negro,20.8,40.8,0.0
2025,4,Salta,24.2,72.1,1.0
2025,4,San Juan,28.6,53.1,0.4
2025,4,San Luis,25.2,58.9,0.4
2025,4,Santa Cruz,14.8,49.6,0.1
2025,4,Santa Fe,27.2,67.2,0.3
2025,4,Santiago del Estero,27.5,85.3,0.6
2025,4,Tierra del Fuego,9.4,82.0,0.3
2025,4,Tucumán,25.2,89.7,1.0
2025,5,Buenos Aires,25.5,60.4,0.2
2025,5,CABA,25.1,70.5,0.1
2025,5,Catamarca,27.8,53.5,0.3
2025,5,Chaco,27.3,66.2,0.5
2025,5,Chubut,20.4,37.3,0.0
2025,5,Corrientes,27.4,66.0,0.4
2025,5,Córdoba,26.2,65.3,0.6
2025,5,Entre Ríos,27.4,60.0,0.3
2025,5,Formosa,28.8,64.0,0.4
2025,5,Jujuy,19.9,69.2,0.6
2025,5,La Pampa,26.9,56.4,0.3
2025,5,La Rioja,27.0,59.0,0.5
2025,5,Mendoza,26.0,48.0,0.3
2025,5,Misiones,24.9,75.5,0.5
2025,5,Neuquén,22.3,38.8,0.0
2025,5,Río Negro,21.5,42.3,0.0
2025,5,Salta,25.6,69.3,0.6
2025,5,San Juan,29.4,47.4,0.2
2025,5,San Luis,26.9,50.1,0.4
2025,5,Santa Cruz,15.8,43.5,0.2
2025,5,Santa Fe,27.3,63.5,0.4
2025,5,Santiago del Estero,27.8,67.4,0.3
2025,5,Tierra del Fuego,10.2,68.9,0.4
2025,5,Tucumán,26.0,73.5,0.6
2025,6,Buenos Aires,24.9,65.8,0.3
2025,6,CABA,25.5,70.4,0.2
2025,6,Catamarca,31.8,39.9,0.1
2025,6,Chaco,32.9,51.9,0.0
2025,6,Chubut,17.4,43.1,0.0
2025,6,Corrientes,32.3,55.3,0.1
2025,6,Córdoba,28.4,61.2,0.2
2025,6,Entre Ríos,29.5,58.9,0.1
2025,6,Formosa,32.7,51.9,0.0
2025,6,Jujuy,21.7,58.8,0.0
2025,6,La Pampa,25.4,62.1,0.3
2025,6,La Rioja,31.4,44.5,0.1
2025,6,Mendoza,26.6,43.4,0.0
2025,6,Misiones,26.8,72.2,0.3
2025,6,Neuquén,20.7,42.3,0.0
2025,6,Río Negro,19.4,49.3,0.0
2025,6,Salta,28.7,56.6,0.0
2025,6,San Juan,31.7,40.9,0.0
2025,6,San Luis,28.0,52.1,0.2
2025,6,Santa Cruz,11.5,52.6,0.1
2025,6,Santa Fe,31.3,58.1,0.1
2025,6,Santiago del Estero,33.2,51.1,0.0
2025,6,Tierra del Fuego,8.1,67.3,0.2
2025,6,Tucumán,30.8,60.8,0.0
2025,7,Buenos Aires,23.1,66.5,0.3
2025,7,CABA,23.9,71.6,0.5
2025,7,Catamarca,29.3,49.1,0.2
2025,7,Chaco,31.7,56.1,0.1
2025,7,Chubut,16.7,46.2,0.0
2025,7,Corrientes,30.3,64.2,0.3
2025,7,Córdoba,25.7,68.5,0.6
2025,7,Entre Ríos,25.8,75.8,0.9
2025,7,Formosa,32.2,54.7,0.1
2025,7,Jujuy,21.0,67.2,0.2
2025,7,La Pampa,24.4,57.8,0.2
2025,7,La Rioja,29.0,52.5,0.2
2025,7,Mendoza,24.9,37.7,0.1
2025,7,Misiones,27.1,72.7,0.1
2025,7,Neuquén,19.3,42.2,0.0
2025,7,Río Negro,18.5,47.7,0.0
2025,7,Salta,27.6,63.0,0.2
2025,7,San Juan,30.2,39.6,0.1
2025,7,San Luis,25.7,55.8,0.4
2025,7,Santa Cruz,11.7,53.1,0.1
2025,7,Santa Fe,27.9,68.1,0.7
2025,7,Santiago del Estero,31.0,60.9,0.3
2025,7,Tierra del Fuego,7.4,72.3,1.0
2025,7,Tucumán,28.3,68.3,0.3
2025,8,Buenos Aires,24.7,63.6,0.2
2025,8,CABA,24.9,68.6,0.0
2025,8,Catamarca,28.0,54.6,0.5
2025,8,Chaco,28.7,65.1,0.5
2025,8,Chubut,20.1,39.2,0.0
2025,8,Corrientes,27.2,72.6,0.7
2025,8,Córdoba,27.2,61.1,0.1
2025,8,Entre Ríos,26.5,69.0,0.1
2025,8,Formosa,28.1,71.9,0.9
2025,8,Jujuy,19.3,72.4,0.8
2025,8,La Pampa,26.4,55.9,0.1
2025,8,La Rioja,28.1,56.0,0.3
2025,8,Mendoza,25.5,39.1,0.1
2025,8,Misiones,24.8,80.0,0.6
2025,8,Neuquén,21.0,46.3,0.0
2025,8,Río Negro,20.7,46.5,0.0
2025,8,Salta,24.4,76.7,1.0
2025,8,San Juan,29.1,43.5,0.4
2025,8,San Luis,27.5,47.9,0.0
2025,8,Santa Cruz,14.6,49.7,0.1
2025,8,Santa Fe,28.3,64.1,0.1
2025,8,Santiago del Estero,28.3,66.8,0.7
2025,8,Tierra del Fuego,9.1,64.0,0.2
2025,8,Tucumán,25.8,72.7,1.0
2025,9,Buenos Aires,22.8,80.1,1.4
2025,9,CABA,23.8,81.2,1.8
2025,9,Catamarca,29.5,55.1,0.5
2025,9,Chaco,31.9,55.6,0.0
2025,9,Chubut,17.0,51.6,0.0
2025,9,Corrientes,30.8,69.5,0.1
2025,9,Córdoba,25.7,77.6,1.3
2025,9,Entre Ríos,26.3,84.9,0.9
2025,9,Formosa,30.8,61.8,0.0
2025,9,Jujuy,20.8,66.1,0.4
2025,9,La Pampa,22.9,77.3,1.0
2025,9,La Rioja,29.0,60.5,0.6
2025,9,Mendoza,23.8,58.2,0.2
2025,9,Misiones,27.3,73.2,0.1
2025,9,Neuquén,19.6,52.4,0.0
2025,9,Río Negro,18.7,59.7,0.2
2025,9,Salta,26.7,68.6,0.3
2025,9,San Juan,28.6,55.5,0.3
2025,9,San Luis,24.4,73.4,1.6
2025,9,Santa Cruz,11.6,51.2,0.0
2025,9,Santa Fe,28.8,78.6,0.6
2025,9,Santiago del Estero,31.5,62.9,0.1
2025,9,Tierra del Fuego,6.9,74.6,0.3
2025,9,Tucumán,28.5,69.6,0.1
2025,10,Buenos Aires,23.6,78.8,1.5
2025,10,CABA,25.4,77.5,0.2
2025,10,Catamarca,28.4,57.8,0.5
2025,10,Chaco,31.5,51.4,0.1
2025,10,Chubut,16.9,52.1,0.0
2025,10,Corrientes,31.6,61.7,0.1
2025,10,Córdoba,26.5,68.8,0.8
2025,10,Entre Ríos,28.5,71.7,0.0
2025,10,Formosa,31.1,56.2,0.0
2025,10,Jujuy,18.6,75.3,0.9
2025,10,La Pampa,22.5,78.6,1.7
2025,10,La Rioja,28.6,60.7,0.3
2025,10,Mendoza,22.2,61.8,0.6
2025,10,Misiones,28.0,67.7,0.1
2025,10,Neuquén,18.1,54.6,0.0
2025,10,Río Negro,17.8,58.9,0.4
2025,10,Salta,25.0,72.3,0.5
2025,10,San Juan,27.9,56.9,0.2
2025,10,San Luis,24.8,68.0,0.9
2025,10,Santa Cruz,11.7,56.6,0.1
2025,10,Santa Fe,29.6,69.8,0.1
2025,10,Santiago del Estero,30.7,58.1,0.4
2025,10,Tierra del Fuego,7.7,78.6,0.6
2025,10,Tucumán,28.0,68.5,0.3
2025,11,Buenos Aires,17.8,70.6,
2025,11,CABA,19.4,66.3,
2025,11,Catamarca,22.3,65.1,
2025,11,Chaco,25.0,51.1,
2025,11,Chubut,16.4,49.2,
2025,11,Corrientes,22.9,59.7,
2025,11,Córdoba,18.8,76.1,
2025,11,Entre Ríos,19.5,71.2,
2025,11,Formosa,24.7,67.8,
2025,11,Jujuy,15.7,82.9,
2025,11,La Pampa,18.1,65.6,
2025,11,La Rioja,21.1,71.5,
2025,11,Mendoza,19.3,56.2,
2025,11,Misiones,23.1,74.2,
2025,11,Neuquén,19.1,46.8,
2025,11,Río Negro,17.1,46.9,
2025,11,Salta,19.8,87.6,
2025,11,San Juan,22.3,60.0,
2025,11,San Luis,18.4,75.3,
2025,11,Santa Cruz,12.8,53.2,
2025,11,Santa Fe,20.3,70.4,
2025,11,Santiago del Estero,21.5,74.4,
2025,11,Tierra del Fuego,9.1,72.0,
2025,11,Tucumán,19.2,88.1,
2025,12,Buenos Aires,22.5,75.2,
2025,12,CABA,23.9,74.7,
2025,12,Catamarca,26.1,58.5,
2025,12,Chaco,24.6,68.0,
2025,12,Chubut,16.3,49.5,
2025,12,Corrientes,25.9,62.1,
2025,12,Córdoba,22.4,72.5,
2025,12,Entre Ríos,23.9,71.3,
2025,12,Formosa,25.1,73.3,
2025,12,Jujuy,18.5,75.6,
2025,12,La Pampa,21.9,73.1,
2025,12,La Rioja,24.9,62.6,
2025,12,Mendoza,20.8,55.7,
2025,12,Misiones,25.0,67.3,
2025,12,Neuquén,17.5,51.8,
2025,12,Río Negro,16.0,57.1,
2025,12,Salta,22.6,85.8,
2025,12,San Juan,24.6,59.0,
2025,12,San Luis,21.7,68.9,
2025,12,Santa Cruz,12.5,50.6,
2025,12,Santa Fe,24.3,70.2,
2025,12,Santiago del Estero,25.5,71.3,
2025,12,Tierra del Fuego,9.3,65.9,
2025,12,Tucumán,23.8,78.7,
2025,13,Buenos Aires,19.7,78.8,1.3
2025,13,CABA,21.5,77.4,1.1
2025,13,Catamarca,21.8,74.0,0.0
2025,13,Chaco,24.8,85.1,1.1
2025,13,Chubut,15.7,52.0,0.1
2025,13,Corrientes,24.8,80.5,1.1
2025,13,Córdoba,20.1,86.1,0.6
2025,13,Entre Ríos,22.9,80.0,0.4
2025,13,Formosa,26.1,83.2,0.3
2025,13,Jujuy,18.0,71.4,0.2
2025,13,La Pampa,18.2,82.4,0.8
2025,13,La Rioja,20.9,82.3,0.1
2025,13,Mendoza,16.6,69.4,0.0
2025,13,Misiones,24.9,80.0,0.9
2025,13,Neuquén,14.5,62.2,0.1
2025,13,Río Negro,14.9,57.5,0.2
2025,13,Salta,21.4,87.6,0.1
2025,13,San Juan,21.1,70.8,0.0
2025,13,San Luis,18.2,85.7,0.4
2025,13,Santa Cruz,10.8,60.3,0.3
2025,13,Santa Fe,23.5,83.5,0.4
2025,13,Santiago del Estero,22.0,88.6,0.1
2025,13,Tierra del Fuego,7.3,71.8,0.2
2025,13,Tucumán,21.0,91.3,0.1
2025,14,Buenos Aires,13.3,69.7,0.2
2025,14,CABA,15.9,62.9,0.5
2025,14,Catamarca,16.5,56.2,0.1
2025,14,Chaco,17.8,80.0,0.3
2025,14,Chubut,11.0,50.3,0.1
2025,14,Corrientes,17.7,78.1,0.4
2025,14,Córdoba,13.6,66.4,0.1
2025,14,Entre Ríos,16.0,72.5,0.5
2025,14,Formosa,19.1,80.1,0.3
2025,14,Jujuy,13.6,73.5,0.3
2025,14,La Pampa,12.5,62.0,0.0
2025,14,La Rioja,15.6,62.3,0.1
2025,14,Mendoza,12.6,49.4,0.0
2025,14,Misiones,20.2,82.2,0.6
2025,14,Neuquén,11.3,50.5,0.0
2025,14,Río Negro,10.8,54.1,0.0
2025,14,Salta,15.7,78.7,0.2
2025,14,San Juan,16.8,49.8,0.0
2025,14,San Luis,13.4,60.7,0.0
2025,14,Santa Cruz,7.6,63.5,0.1
2025,14,Santa Fe,16.0,71.8,0.4
2025,14,Santiago del Estero,17.0,65.6,0.2
2025,14,Tierra del Fuego,4.7,78.8,0.2
2025,14,Tucumán,15.5,76.4,0.4
2025,15,Buenos Aires,16.6,79.7,0.3
2025,15,CABA,18.1,78.6,0.7
2025,15,Catamarca,18.5,61.6,0.0
2025,15,Chaco,19.3,80.2,0.2
2025,15,Chubut,14.4,62.9,0.1
2025,15,Corrientes,19.1,81.0,0.5
2025,15,Córdoba,16.3,77.1,0.1
2025,15,Entre Ríos,17.8,85.0,0.4
2025,15,Formosa,20.6,79.8,0.4
2025,15,Jujuy,15.0,65.7,0.1
2025,15,La Pampa,15.0,79.3,0.2
2025,15,La Rioja,17.8,67.8,0.0
2025,15,Mendoza,14.2,63.4,0.1
2025,15,Misiones,18.9,83.5,0.7
2025,15,Neuquén,13.6,59.0,0.0
2025,15,Río Negro,13.3,68.2,0.2
2025,15,Salta,17.8,78.3,0.1
2025,15,San Juan,18.7,59.8,0.0
2025,15,San Luis,15.6,70.2,0.1
2025,15,Santa Cruz,9.9,63.5,0.2
2025,15,Santa Fe,18.0,83.4,0.2
2025,15,Santiago del Estero,19.7,72.0,0.0
2025,15,Tierra del Fuego,6.9,74.4,0.1
2025,15,Tucumán,18.1,79.4,0.1
2025,16,Buenos Aires,13.5,78.7,0.3
2025,16,CABA,15.5,74.1,0.3
2025,16,Catamarca,19.7,63.3,0.0
2025,16,Chaco,21.6,67.4,0.0
2025,16,Chubut,10.4,71.8,0.2
2025,16,Corrientes,20.0,68.3,0.0
2025,16,Córdoba,16.5,73.7,0.1
2025,16,Entre Ríos,16.5,72.0,0.0
2025,16,Formosa,23.2,72.4,0.2
2025,16,Jujuy,15.3,67.9,0.2
2025,16,La Pampa,13.2,78.9,0.3
2025,16,La Rioja,18.9,68.8,0.1
2025,16,Mendoza,14.1,64.0,0.0
2025,16,Misiones,20.6,79.0,0.3
2025,16,Neuquén,10.6,65.5,0.1
2025,16,Río Negro,10.3,72.8,0.3
2025,16,Salta,19.5,81.9,0.2
2025,16,San Juan,19.6,61.5,0.0
2025,16,San Luis,15.9,76.8,0.1
2025,16,Santa Cruz,8.2,74.3,0.0
2025,16,Santa Fe,18.2,71.0,0.1
2025,16,Santiago del Estero,21.8,69.5,0.1
2025,16,Tierra del Fuego,6.8,84.1,0.1
2025,16,Tucumán,19.3,84.1,0.2
2025,17,Buenos Aires,15.4,71.2,0.2
2025,17,CABA,16.9,69.7,0.2
2025,17,Catamarca,18.9,67.6,0.0
2025,17,Chaco,20.8,77.5,0.6
2025,17,Chubut,11.2,61.9,0.1
2025,17,Corrientes,20.0,73.3,0.2
2025,17,Córdoba,17.5,68.3,0.1
2025,17,Entre Ríos,17.8,71.9,0.0
2025,17,Formosa,21.4,82.8,1.3
2025,17,Jujuy,14.9,75.9,0.3
2025,17,La Pampa,15.5,71.7,0.1
2025,17,La Rioja,18.4,70.9,0.0
2025,17,Mendoza,14.8,58.4,0.0
2025,17,Misiones,19.7,83.0,0.8
2025,17,Neuquén,12.0,70.6,0.3
2025,17,Río Negro,11.6,72.4,0.4
2025,17,Salta,18.4,87.7,0.2
2025,17,San Juan,19.0,60.6,0.2
2025,17,San Luis,16.6,68.1,0.0
2025,17,Santa Cruz,7.4,64.6,0.1
2025,17,Santa Fe,18.9,73.1,0.1
2025,17,Santiago del Estero,19.8,79.2,0.2
2025,17,Tierra del Fuego,5.9,78.9,0.3
2025,17,Tucumán,18.1,87.9,0.3
2025,18,Buenos Aires,14.0,67.6,0.0
2025,18,CABA,14.8,64.5,0.0
2025,18,Catamarca,18.6,58.3,0.0
2025,18,Chaco,16.4,68.4,0.0
2025,18,Chubut,10.5,64.2,0.0
2025,18,Corrientes,16.5,64.9,0.0
2025,18,Córdoba,17.1,59.7,0.0
2025,18,Entre Ríos,15.2,67.3,0.0
2025,18,Formosa,18.1,67.2,0.0
2025,18,Jujuy,13.9,76.4,0.1
2025,18,La Pampa,15.7,60.9,0.0
2025,18,La Rioja,17.9,64.2,0.0
2025,18,Mendoza,15.3,50.7,0.0
2025,18,Misiones,16.0,70.3,0.0
2025,18,Neuquén,11.0,65.8,0.0
2025,18,Río Negro,10.8,72.7,0.0
2025,18,Salta,17.4,81.0,0.1
2025,18,San Juan,18.3,54.6,0.0
2025,18,San Luis,16.8,61.8,0.0
2025,18,Santa Cruz,8.3,68.9,0.0
2025,18,Santa Fe,17.0,64.9,0.0
2025,18,Santiago del Estero,19.4,61.1,0.0
2025,18,Tierra del Fuego,6.9,77.8,0.0
2025,18,Tucumán,18.0,77.6,0.0
