anio,semana_epi,provincia,temp,hum,precip_mm
2023,7,Santiago del Estero,24.2,65.7,0.5
2023,7,Tierra del Fuego,6.6,70.6,0.4
2023,7,Tucumán,22.2,71.3,0.6
2023,8,Buenos Aires,23.6,58.8,0.1
2023,8,CABA,24.0,64.8,0.1
2023,8,Catamarca,25.3,48.2,0.2
2023,8,Chaco,25.7,68.4,0.2
2023,8,Chubut,18.3,40.0,0.0
2023,8,Corrientes,26.4,58.0,0.3
2023,8,Córdoba,23.4,61.0,0.1
2023,8,Entre Ríos,25.4,59.5,0.1
2023,8,Formosa,25.8,68.1,1.2
2023,8,Jujuy,18.2,64.6,0.6
2023,8,La Pampa,24.5,45.9,0.1
2023,8,La Rioja,25.0,50.3,0.2
2023,8,Mendoza,23.0,38.8,0.2
2023,8,Misiones,22.2,79.3,1.2
2023,8,Neuquén,20.1,44.4,0.0
2023,8,Río Negro,19.3,47.8,0.0
2023,8,Salta,22.5,70.9,0.6
2023,8,San Juan,26.2,42.4,0.5
2023,8,San Luis,23.1,54.8,0.3
2023,8,Santa Cruz,13.2,41.7,0.0
2023,8,Santa Fe,25.5,64.3,0.1
2023,8,Santiago del Estero,26.1,60.8,0.3
2023,8,Tierra del Fuego,8.0,69.5,0.4
2023,8,Tucumán,23.9,68.2,0.5
2023,9,Buenos Aires,26.4,56.0,0.1
2023,9,CABA,26.6,66.7,0.1
2023,9,Catamarca,28.0,45.8,0.0
2023,9,Chaco,26.0,77.7,0.5
2023,9,Chubut,19.3,38.0,0.0
2023,9,Corrientes,26.5,68.0,0.5
2023,9,Córdoba,27.0,56.8,0.1
2023,9,Entre Ríos,27.8,58.1,0.2
2023,9,Formosa,26.3,72.2,0.8
2023,9,Jujuy,19.5,66.4,0.6
2023,9,La Pampa,27.0,44.3,0.1
2023,9,La Rioja,27.9,48.3,0.1
2023,9,Mendoza,25.1,39.3,0.2
2023,9,Misiones,22.6,81.7,0.8
2023,9,Neuquén,20.9,45.0,0.0
2023,9,Río Negro,20.3,45.1,0.0
2023,9,Salta,24.5,74.9,0.4
2023,9,San Juan,28.4,43.0,0.1
2023,9,San Luis,26.5,50.3,0.1
2023,9,Santa Cruz,12.1,47.1,0.0
2023,9,Santa Fe,28.0,65.2,0.2
2023,9,Santiago del Estero,28.6,61.7,0.1
2023,9,Tierra del Fuego,6.4,73.9,0.5
2023,9,Tucumán,26.6,65.1,0.2
2023,10,Buenos Aires,26.6,63.2,0.2
2023,10,CABA,27.2,69.4,0.0
2023,10,Catamarca,28.4,49.5,0.3
2023,10,Chaco,27.8,72.2,0.0
2023,10,Chubut,19.0,44.6,0.0
2023,10,Corrientes,28.8,58.3,0.1
2023,10,Córdoba,27.2,58.5,0.2
2023,10,Entre Ríos,29.8,50.7,0.0
2023,10,Formosa,28.0,67.3,0.4
2023,10,Jujuy,20.0,62.3,0.4
2023,10,La Pampa,24.8,67.9,0.3
2023,10,La Rioja,27.9,52.2,0.3
2023,10,Mendoza,23.5,56.8,0.4
2023,10,Misiones,24.4,74.4,0.2
2023,10,Neuquén,19.2,53.5,0.0
2023,10,Río Negro,19.6,55.7,0.1
2023,10,Salta,25.3,71.4,0.4
2023,10,San Juan,28.1,50.5,0.2
2023,10,San Luis,24.8,63.0,0.6
2023,10,Santa Cruz,12.6,47.8,0.0
2023,10,Santa Fe,29.5,57.1,0.0
2023,10,Santiago del Estero,29.1,61.6,0.5
2023,10,Tierra del Fuego,7.4,70.9,0.2
2023,10,Tucumán,27.4,66.0,0.2
2023,11,Buenos Aires,24.9,71.8,0.4
2023,11,CABA,26.4,74.1,0.3
2023,11,Catamarca,27.6,52.3,0.3
2023,11,Chaco,27.2,77.9,0.3
2023,11,Chubut,15.9,50.6,0.0
2023,11,Corrientes,26.9,74.5,0.4
2023,11,Córdoba,26.4,65.7,0.2
2023,11,Entre Ríos,27.8,68.6,0.3
2023,11,Formosa,26.7,75.6,0.3
2023,11,Jujuy,19.4,62.3,0.7
2023,11,La Pampa,23.0,75.8,0.4
2023,11,La Rioja,27.3,54.4,0.2
2023,11,Mendoza,22.2,66.6,0.4
2023,11,Misiones,23.0,82.6,0.4
2023,11,Neuquén,17.3,61.0,0.1
2023,11,Río Negro,17.4,63.5,0.2
2023,11,Salta,24.5,71.8,0.9
2023,11,San Juan,26.9,59.3,0.3
2023,11,San Luis,24.5,67.9,0.3
2023,11,Santa Cruz,10.2,47.2,0.0
2023,11,Santa Fe,28.5,67.9,0.2
2023,11,Santiago del Estero,29.3,62.0,0.2
2023,11,Tierra del Fuego,5.9,72.1,0.4
2023,11,Tucumán,26.6,65.7,0.5
2023,12,Buenos Aires,19.3,71.3,0.4
2023,12,CABA,20.8,66.7,1.0
2023,12,Catamarca,24.9,61.5,0.8
2023,12,Chaco,27.1,75.2,0.2
2023,12,Chubut,15.8,50.0,0.0
2023,12,Corrientes,26.0,73.5,0.6
2023,12,Córdoba,20.8,84.4,1.1
2023,12,Entre Ríos,21.7,82.9,1.6
2023,12,Formosa,27.5,69.5,0.5
2023,12,Jujuy,18.3,65.1,1.3
2023,12,La Pampa,19.1,75.3,0.1
2023,12,La Rioja,23.9,72.0,0.7
2023,12,Mendoza,19.8,71.6,0.1
2023,12,Misiones,24.5,71.5,0.4
2023,12,Neuquén,17.0,56.6,0.0
2023,12,Río Negro,16.2,56.8,0.0
2023,12,Salta,23.3,76.5,1.3
2023,12,San Juan,24.1,73.8,0.5
2023,12,San Luis,20.0,85.3,0.9
2023,12,Santa Cruz,10.9,46.5,0.0
2023,12,Santa Fe,23.6,81.1,0.9
2023,12,Santiago del Estero,27.5,67.4,0.6
2023,12,Tierra del Fuego,7.1,67.2,0.5
2023,12,Tucumán,25.1,73.4,0.9
2023,13,Buenos Aires,17.4,64.2,0.1
2023,13,CABA,19.1,62.8,0.2
2023,13,Catamarca,23.1,59.8,0.0
2023,13,Chaco,25.4,66.8,0.7
2023,13,Chubut,12.9,45.9,0.0
2023,13,Corrientes,23.5,67.5,0.6
2023,13,Córdoba,19.3,65.6,0.0
2023,13,Entre Ríos,19.9,68.6,0.4
2023,13,Formosa,27.2,64.8,0.3
2023,13,Jujuy,17.9,71.5,0.5
2023,13,La Pampa,17.9,57.9,0.0
2023,13,La Rioja,21.9,64.8,0.0
2023,13,Mendoza,17.7,52.3,0.0
2023,13,Misiones,22.5,71.3,0.6
2023,13,Neuquén,13.4,54.2,0.0
2023,13,Río Negro,13.4,50.9,0.1
2023,13,Salta,22.3,83.1,0.3
2023,13,San Juan,22.9,56.2,0.0
2023,13,San Luis,19.1,63.0,0.0
2023,13,Santa Cruz,7.5,56.5,0.0
2023,13,Santa Fe,21.7,67.4,0.2
2023,13,Santiago del Estero,23.0,78.0,0.1
2023,13,Tierra del Fuego,4.2,75.2,0.3
2023,13,Tucumán,21.2,84.0,0.2
2023,14,Buenos Aires,18.7,72.8,0.1
2023,14,CABA,19.2,73.4,0.3
2023,14,Catamarca,21.9,60.4,0.1
2023,14,Chaco,21.7,77.9,0.4
2023,14,Chubut,14.8,52.1,0.1
2023,14,Corrientes,20.9,72.5,0.4
2023,14,Córdoba,19.9,73.9,0.1
2023,14,Entre Ríos,19.4,73.3,0.1
2023,14,Formosa,23.1,74.1,0.6
2023,14,Jujuy,15.5,75.8,0.7
2023,14,La Pampa,20.8,70.6,0.0
2023,14,La Rioja,21.3,65.7,0.0
2023,14,Mendoza,19.8,58.9,0.0
2023,14,Misiones,20.4,79.5,0.7
2023,14,Neuquén,15.6,56.7,0.0
2023,14,Río Negro,15.7,61.0,0.1
2023,14,Salta,19.9,82.3,0.7
2023,14,San Juan,22.8,60.7,0.2
2023,14,San Luis,20.2,72.0,0.0
2023,14,Santa Cruz,10.0,49.3,0.0
2023,14,Santa Fe,20.3,76.0,0.4
2023,14,Santiago del Estero,21.5,82.1,0.5
2023,14,Tierra del Fuego,6.2,70.7,0.2
2023,14,Tucumán,20.1,83.4,0.4
2023,15,Buenos Aires,14.9,70.2,0.2
2023,15,CABA,17.2,65.6,0.1
2023,15,Catamarca,18.9,64.8,0.2
2023,15,Chaco,22.1,79.2,0.1
2023,15,Chubut,9.2,65.1,0.1
2023,15,Corrientes,21.2,73.9,0.3
2023,15,Córdoba,16.7,71.5,0.2
2023,15,Entre Ríos,18.0,71.1,0.1
2023,15,Formosa,23.1,77.6,0.7
2023,15,Jujuy,15.1,63.8,0.2
2023,15,La Pampa,15.0,66.8,0.1
2023,15,La Rioja,17.9,70.7,0.2
2023,15,Mendoza,13.7,70.4,0.1
2023,15,Misiones,21.2,80.9,0.3
2023,15,Neuquén,10.7,71.2,0.1
2023,15,Río Negro,10.6,67.1,0.2
2023,15,Salta,17.8,85.2,0.2
2023,15,San Juan,18.5,63.4,0.2
2023,15,San Luis,15.1,80.6,0.2
2023,15,Santa Cruz,5.4,60.2,0.0
2023,15,Santa Fe,19.0,71.7,0.2
2023,15,Santiago del Estero,19.1,78.6,0.4
2023,15,Tierra del Fuego,4.2,75.4,0.2
2023,15,Tucumán,17.8,85.0,0.4
2023,16,Buenos Aires,14.3,70.9,0.1
2023,16,CABA,15.1,69.2,0.2
2023,16,Catamarca,17.7,60.4,0.1
2023,16,Chaco,18.6,74.0,0.0
2023,16,Chubut,13.3,53.7,0.0
2023,16,Corrientes,18.1,65.2,0.0
2023,16,Córdoba,16.0,64.7,0.1
2023,16,Entre Ríos,15.6,67.4,0.1
2023,16,Formosa,19.8,71.1,0.1
2023,16,Jujuy,14.3,61.7,0.2
2023,16,La Pampa,15.4,62.9,0.1
2023,16,La Rioja,17.4,62.7,0.1
2023,16,Mendoza,14.7,51.4,0.0
2023,16,Misiones,17.1,71.7,0.2
2023,16,Neuquén,12.6,60.4,0.0
2023,16,Río Negro,12.8,61.3,0.0
2023,16,Salta,17.1,82.6,0.2
2023,16,San Juan,18.1,55.5,0.0
2023,16,San Luis,15.2,64.6,0.1
2023,16,Santa Cruz,9.1,57.2,0.1
2023,16,Santa Fe,16.8,68.6,0.1
2023,16,Santiago del Estero,18.4,75.6,0.2
2023,16,Tierra del Fuego,5.0,75.3,0.3
2023,16,Tucumán,17.2,78.5,0.2
2023,17,Buenos Aires,18.4,75.5,0.1
2023,17,CABA,19.2,82.0,0.1
2023,17,Catamarca,20.0,62.3,0.0
2023,17,Chaco,20.4,81.0,0.0
2023,17,Chubut,12.7,59.6,0.1
2023,17,Corrientes,20.3,74.4,0.1
2023,17,Córdoba,19.1,69.5,0.0
2023,17,Entre Ríos,19.3,77.6,0.1
2023,17,Formosa,21.9,77.7,0.0
2023,17,Jujuy,15.1,60.9,0.1
2023,17,La Pampa,18.3,67.4,0.0
2023,17,La Rioja,19.4,71.0,0.0
2023,17,Mendoza,16.3,57.0,0.0
2023,17,Misiones,18.6,79.4,0.4
2023,17,Neuquén,12.7,65.8,0.5
2023,17,Río Negro,13.3,65.0,0.4
2023,17,Salta,18.5,82.3,0.1
2023,17,San Juan,20.5,62.1,0.0
2023,17,San Luis,17.9,66.0,0.0
2023,17,Santa Cruz,7.4,64.5,0.2
2023,17,Santa Fe,20.0,76.4,0.1
2023,17,Santiago del Estero,20.3,80.7,0.1
2023,17,Tierra del Fuego,4.0,78.8,0.3
2023,17,Tucumán,19.0,79.5,0.1
2023,52,Buenos Aires,19.9,82.6,1.0
2023,52,CABA,22.5,71.9,0.4
2023,52,Catamarca,26.9,51.0,0.0
2023,52,Chaco,31.4,51.1,0.1
2023,52,Chubut,18.6,33.9,0.0
2023,52,Corrientes,29.8,57.5,0.3
2023,52,Córdoba,21.7,76.0,0.4
2023,52,Entre Ríos,25.1,68.2,0.1
2023,52,Formosa,34.0,44.0,0.0
2023,52,Jujuy,21.8,50.9,0.1
2023,52,La Pampa,19.5,78.3,2.2
2023,52,La Rioja,25.8,48.5,0.3
2023,52,Mendoza,21.4,44.9,0.5
2023,52,Misiones,28.5,58.2,0.0
2023,52,Neuquén,18.7,38.9,0.0
2023,52,Río Negro,18.7,43.4,0.3
2023,52,Salta,28.8,56.1,0.0
2023,52,San Juan,26.7,46.2,0.4
2023,52,San Luis,20.2,70.1,2.9
2023,52,Santa Cruz,14.4,38.2,0.0
2023,52,Santa Fe,25.5,70.3,0.4
2023,52,Santiago del Estero,33.1,37.9,0.0
2023,52,Tierra del Fuego,9.4,65.8,0.3
2023,52,Tucumán,29.3,54.5,0.0
2024,1,Buenos Aires,23.4,68.1,0.5
2024,1,CABA,23.8,71.0,0.1
2024,1,Catamarca,28.3,52.4,0.1
2024,1,Chaco,27.5,65.9,0.0
2024,1,Chubut,20.5,48.0,0.0
2024,1,Corrientes,25.8,69.1,0.1
2024,1,Córdoba,24.9,65.2,0.7
2024,1,Entre Ríos,24.0,68.3,0.3
2024,1,Formosa,29.3,62.3,0.1
2024,1,Jujuy,20.2,70.6,0.6
2024,1,La Pampa,24.7,64.0,0.6
2024,1,La Rioja,28.1,50.9,0.2
2024,1,Mendoza,24.5,47.0,0.2
2024,1,Misiones,25.1,68.6,0.2
2024,1,Neuquén,21.8,45.5,0.0
2024,1,Río Negro,21.3,52.1,0.2
2024,1,Salta,25.3,77.1,0.5
2024,1,San Juan,28.9,47.6,0.2
2024,1,San Luis,24.7,60.0,0.6
2024,1,Santa Cruz,15.6,49.9,0.1
2024,1,Santa Fe,25.6,69.7,0.5
2024,1,Santiago del Estero,29.1,60.3,0.1
2024,1,Tierra del Fuego,9.7,66.6,0.2
2024,1,Tucumán,26.4,72.9,0.3
2024,2,Buenos Aires,22.6,65.0,0.3
2024,2,CABA,24.2,66.5,0.1
2024,2,Catamarca,26.8,59.5,0.3
2024,2,Chaco,28.0,72.9,0.3
2024,2,Chubut,17.3,41.9,0.0
2024,2,Corrientes,25.3,81.3,1.7
2024,2,Córdoba,23.7,74.1,0.5
2024,2,Entre Ríos,24.9,70.1,0.5
2024,2,Formosa,31.2,68.2,0.1
2024,2,Jujuy,21.1,64.9,0.6
2024,2,La Pampa,22.7,61.9,0.7
2024,2,La Rioja,26.2,63.8,0.4
2024,2,Mendoza,22.9,49.9,0.3
2024,2,Misiones,25.5,74.9,0.7
2024,2,Neuquén,18.9,41.6,0.0
2024,2,Río Negro,18.3,47.7,0.0
2024,2,Salta,26.1,75.7,0.4
2024,2,San Juan,28.6,53.0,0.1
2024,2,San Luis,23.2,71.0,0.5
2024,2,Santa Cruz,12.4,53.1,0.1
2024,2,Santa Fe,25.0,77.3,0.7
2024,2,Santiago del Estero,27.1,73.3,0.6
2024,2,Tierra del Fuego,7.2,62.3,0.4
2024,2,Tucumán,24.4,84.4,0.8
2024,3,Buenos Aires,22.7,63.4,0.3
2024,3,CABA,22.7,67.4,1.0
2024,3,Catamarca,27.3,51.6,0.1
2024,3,Chaco,27.6,74.8,0.4
2024,3,Chubut,19.1,42.8,0.0
2024,3,Corrientes,26.1,78.6,0.7
2024,3,Córdoba,22.9,67.1,0.3
2024,3,Entre Ríos,23.3,70.9,1.7
2024,3,Formosa,30.0,69.6,0.2
2024,3,Jujuy,20.8,66.9,0.7
2024,3,La Pampa,24.1,50.0,0.2
2024,3,La Rioja,26.6,52.1,0.1
2024,3,Mendoza,24.3,38.2,0.2
2024,3,Misiones,26.1,81.3,0.6
2024,3,Neuquén,21.7,39.1,0.0
2024,3,Río Negro,20.5,45.8,0.0
2024,3,Salta,25.4,75.4,0.6
2024,3,San Juan,28.6,45.9,0.2
2024,3,San Luis,23.4,58.0,0.4
2024,3,Santa Cruz,14.7,47.3,0.0
2024,3,Santa Fe,24.4,73.4,0.5
2024,3,Santiago del Estero,27.2,64.8,0.3
2024,3,Tierra del Fuego,8.6,68.6,0.7
2024,3,Tucumán,24.6,80.9,0.5
2024,4,Buenos Aires,25.1,57.8,0.0
2024,4,CABA,22.9,65.3,0.0
2024,4,Catamarca,28.0,42.1,0.1
2024,4,Chaco,26.0,59.8,0.0
2024,4,Chubut,23.9,39.4,0.0
2024,4,Corrientes,24.0,64.9,0.0
2024,4,Córdoba,24.1,57.7,0.0
2024,4,Entre Ríos,24.1,57.9,0.0
2024,4,Formosa,26.9,59.8,0.1
2024,4,Jujuy,19.6,67.4,0.3
2024,4,La Pampa,27.3,52.2,0.0
2024,4,La Rioja,27.5,44.2,0.0
2024,4,Mendoza,27.0,43.0,0.2
2024,4,Misiones,21.4,68.1,0.5
2024,4,Neuquén,26.1,36.4,0.0
2024,4,Río Negro,25.9,38.0,0.0
2024,4,Salta,24.6,67.1,0.3
2024,4,San Juan,29.4,37.1,0.1
2024,4,San Luis,26.3,46.4,0.0
2024,4,Santa Cruz,17.1,42.6,0.0
2024,4,Santa Fe,24.7,61.9,0.0
2024,4,Santiago del Estero,27.5,51.4,0.0
2024,4,Tierra del Fuego,10.8,60.5,0.3
2024,4,Tucumán,25.4,65.4,0.1
2024,5,Buenos Aires,28.1,55.5,0.0
2024,5,CABA,27.8,63.7,0.0
2024,5,Catamarca,31.4,34.4,0.1
2024,5,Chaco,30.7,51.8,0.0
2024,5,Chubut,20.9,38.5,0.0
2024,5,Corrientes,28.8,58.2,0.0
2024,5,Córdoba,28.5,55.5,0.0
2024,5,Entre Ríos,29.4,56.6,0.0
2024,5,Formosa,31.6,52.1,0.0
2024,5,Jujuy,21.5,59.9,0.2
2024,5,La Pampa,29.0,47.8,0.1
2024,5,La Rioja,30.8,36.8,0.1
2024,5,Mendoza,27.7,41.3,0.1
2024,5,Misiones,26.3,60.4,0.0
2024,5,Neuquén,22.9,39.0,0.0
2024,5,Río Negro,21.8,48.8,0.0
2024,5,Salta,28.0,59.3,0.1
2024,5,San Juan,31.9,35.4,0.1
2024,5,San Luis,28.4,51.3,0.1
2024,5,Santa Cruz,15.4,50.6,0.1
2024,5,Santa Fe,29.8,59.7,0.0
2024,5,Santiago del Estero,32.1,45.0,0.0
2024,5,Tierra del Fuego,8.9,67.1,0.3
2024,5,Tucumán,29.8,59.3,0.1
2024,6,Buenos Aires,25.9,75.7,0.7
2024,6,CABA,27.2,75.0,0.3
2024,6,Catamarca,29.7,49.7,0.3
2024,6,Chaco,31.3,61.9,0.1
2024,6,Chubut,20.6,39.6,0.0
2024,6,Corrientes,30.2,64.1,0.2
2024,6,Córdoba,28.0,70.3,0.5
2024,6,Entre Ríos,30.4,66.8,0.3
2024,6,Formosa,30.7,60.2,0.2
2024,6,Jujuy,20.2,67.4,0.7
2024,6,La Pampa,26.2,74.1,1.1
2024,6,La Rioja,29.5,55.2,0.4
2024,6,Mendoza,25.7,54.0,0.8
2024,6,Misiones,27.0,66.7,0.1
2024,6,Neuquén,21.6,52.3,0.4
2024,6,Río Negro,21.5,53.2,0.2
2024,6,Salta,25.9,71.1,0.7
2024,6,San Juan,29.8,54.4,0.5
2024,6,San Luis,26.7,65.4,0.8
2024,6,Santa Cruz,15.6,46.9,0.1
2024,6,Santa Fe,31.2,65.9,0.2
2024,6,Santiago del Estero,31.3,60.1,0.3
2024,6,Tierra del Fuego,10.1,65.3,0.2
2024,6,Tucumán,28.3,71.5,0.5
2024,7,Buenos Aires,20.8,69.7,0.4
2024,7,CABA,22.0,68.0,0.5
2024,7,Catamarca,26.0,55.9,0.6
2024,7,Chaco,25.5,73.3,0.8
2024,7,Chubut,20.8,39.3,0.0
2024,7,Corrientes,24.9,71.6,0.6
2024,7,Córdoba,21.8,73.0,0.5
2024,7,Entre Ríos,23.0,72.0,0.5
2024,7,Formosa,27.2,70.9,0.6
2024,7,Jujuy,18.9,75.5,1.7
2024,7,La Pampa,22.0,66.6,0.3
2024,7,La Rioja,25.6,56.9,0.3
2024,7,Mendoza,23.8,47.8,0.2
2024,7,Misiones,24.5,80.8,0.6
2024,7,Neuquén,22.2,42.8,0.0
2024,7,Río Negro,21.2,41.8,0.0
2024,7,Salta,23.4,76.8,1.2
2024,7,San Juan,27.2,50.8,0.4
2024,7,San Luis,23.1,65.8,0.8
2024,7,Santa Cruz,15.3,56.2,0.1
2024,7,Santa Fe,23.7,72.1,0.5
2024,7,Santiago del Estero,26.2,66.0,0.7
2024,7,Tierra del Fuego,9.7,69.5,0.3
2024,7,Tucumán,23.9,79.1,1.5
2024,8,Buenos Aires,22.7,71.6,0.2
2024,8,CABA,24.1,73.0,0.0
2024,8,Catamarca,25.3,58.8,0.3
2024,8,Chaco,28.0,68.8,0.3
2024,8,Chubut,17.9,52.2,0.1
2024,8,Corrientes,27.3,68.7,0.2
2024,8,Córdoba,22.8,75.6,0.6
2024,8,Entre Ríos,25.0,73.5,0.2
2024,8,Formosa,29.1,64.4,0.2
2024,8,Jujuy,18.8,74.3,1.1
2024,8,La Pampa,22.9,71.5,0.3
2024,8,La Rioja,25.1,62.5,0.4
2024,8,Mendoza,22.9,54.9,0.3
2024,8,Misiones,24.8,77.0,0.4
2024,8,Neuquén,20.5,46.9,0.1
2024,8,Río Negro,19.5,51.5,0.1
2024,8,Salta,23.6,78.1,0.7
2024,8,San Juan,27.4,50.4,0.1
2024,8,San Luis,23.0,66.1,0.3
2024,8,Santa Cruz,13.1,60.6,0.1
2024,8,Santa Fe,25.4,75.3,0.3
2024,8,Santiago del Estero,26.2,68.3,0.2
2024,8,Tierra del Fuego,8.4,74.8,0.4
2024,8,Tucumán,23.9,80.7,0.4
2024,9,Buenos Aires,22.1,72.2,0.4
2024,9,CABA,22.9,75.6,0.7
2024,9,Catamarca,26.1,62.9,0.9
2024,9,Chaco,26.8,82.5,0.9
2024,9,Chubut,16.8,52.6,0.0
2024,9,Corrientes,26.0,83.4,1.2
2024,9,Córdoba,23.0,80.7,0.4
2024,9,Entre Ríos,24.3,80.0,0.7
2024,9,Formosa,29.7,68.5,0.4
2024,9,Jujuy,19.3,75.5,1.3
2024,9,La Pampa,23.2,68.3,0.4
2024,9,La Rioja,25.6,67.7,0.4
2024,9,Mendoza,23.5,56.7,0.2
2024,9,Misiones,25.0,82.0,0.9
2024,9,Neuquén,19.3,47.3,0.0
2024,9,Río Negro,18.4,51.1,0.1
2024,9,Salta,24.8,78.5,0.8
2024,9,San Juan,28.4,51.0,0.1
2024,9,San Luis,23.8,69.1,0.1
2024,9,Santa Cruz,13.0,60.6,0.1
2024,9,Santa Fe,24.4,83.4,1.0
2024,9,Santiago del Estero,25.9,80.7,0.8
2024,9,Tierra del Fuego,9.4,77.8,0.4
2024,9,Tucumán,23.8,87.8,0.9
2024,10,Buenos Aires,20.8,65.9,0.3
2024,10,CABA,21.9,63.2,0.4
2024,10,Catamarca,25.1,64.1,0.1
2024,10,Chaco,25.9,75.1,0.6
2024,10,Chubut,15.5,47.8,0.0
2024,10,Corrientes,24.3,75.4,0.6
2024,10,Córdoba,22.3,73.3,0.2
2024,10,Entre Ríos,23.1,68.1,0.3
2024,10,Formosa,27.8,70.4,0.5
2024,10,Jujuy,18.5,78.3,0.8
2024,10,La Pampa,21.8,65.1,0.3
2024,10,La Rioja,24.6,69.1,0.1
2024,10,Mendoza,22.2,56.3,0.2
2024,10,Misiones,23.4,84.3,1.1
2024,10,Neuquén,16.8,47.2,0.0
2024,10,Río Negro,16.7,49.9,0.1
2024,10,Salta,22.7,83.3,0.7
2024,10,San Juan,26.5,53.0,0.2
2024,10,San Luis,23.0,68.5,0.2
2024,10,Santa Cruz,11.9,59.7,0.2
2024,10,Santa Fe,23.8,72.2,0.3
2024,10,Santiago del Estero,25.4,80.8,0.3
2024,10,Tierra del Fuego,8.5,81.5,0.7
2024,10,Tucumán,22.8,88.2,0.6
2024,11,Buenos Aires,21.1,81.7,1.4
2024,11,CABA,22.2,85.2,2.9
2024,11,Catamarca,28.8,60.7,0.1
2024,11,Chaco,31.7,66.4,0.0
2024,11,Chubut,14.8,40.3,0.0
2024,11,Corrientes,29.7,76.6,0.4
2024,11,Córdoba,24.2,82.8,0.4
2024,11,Entre Ríos,25.3,82.9,1.6
2024,11,Formosa,34.0,59.0,0.0
2024,11,Jujuy,21.9,72.6,0.6
2024,11,La Pampa,21.6,70.5,0.3
2024,11,La Rioja,27.6,63.7,0.1
2024,11,Mendoza,21.7,55.2,0.0
2024,11,Misiones,27.7,71.6,0.2
2024,11,Neuquén,15.3,49.1,0.0
2024,11,Río Negro,15.9,48.9,0.1
2024,11,Salta,26.9,76.6,0.5
2024,11,San Juan,28.3,50.6,0.0
2024,11,San Luis,22.6,76.0,0.4
2024,11,Santa Cruz,9.5,55.9,0.1
2024,11,Santa Fe,28.0,79.3,0.5
2024,11,Santiago del Estero,29.9,73.4,0.2
2024,11,Tierra del Fuego,5.9,70.5,0.4
2024,11,Tucumán,27.4,83.1,0.4
2024,12,Buenos Aires,18.9,76.0,0.4
2024,12,CABA,20.3,76.5,0.6
2024,12,Catamarca,24.7,55.0,0.1
2024,12,Chaco,26.1,71.8,0.4
2024,12,Chubut,14.1,50.6,0.1
2024,12,Corrientes,23.9,77.9,1.0
2024,12,Córdoba,21.3,70.1,0.2
2024,12,Entre Ríos,21.2,77.0,0.8
2024,12,Formosa,28.4,64.6,0.3
2024,12,Jujuy,18.8,71.6,0.4
2024,12,La Pampa,19.6,67.9,0.3
2024,12,La Rioja,23.8,59.3,0.1
2024,12,Mendoza,20.2,46.8,0.0
2024,12,Misiones,23.7,77.8,0.6
2024,12,Neuquén,14.4,57.0,0.5
2024,12,Río Negro,14.7,57.3,0.3
2024,12,Salta,22.6,77.3,0.4
2024,12,San Juan,24.9,46.1,0.1
2024,12,San Luis,21.6,61.4,0.1
2024,12,Santa Cruz,8.5,70.0,0.1
2024,12,Santa Fe,22.4,77.3,0.4
2024,12,Santiago del Estero,24.6,72.4,0.3
2024,12,Tierra del Fuego,5.3,76.8,0.1
2024,12,Tucumán,22.4,82.8,0.5
2024,13,Buenos Aires,19.9,71.8,0.1
2024,13,CABA,20.7,71.8,0.1
2024,13,Catamarca,26.0,55.0,0.1
2024,13,Chaco,25.7,71.3,0.1
2024,13,Chubut,15.9,44.8,0.0
2024,13,Corrientes,24.3,73.8,0.1
2024,13,Córdoba,23.1,67.1,0.2
2024,13,Entre Ríos,21.5,73.1,0.2
2024,13,Formosa,28.2,63.8,0.2
2024,13,Jujuy,18.8,67.9,0.2
2024,13,La Pampa,21.7,65.9,0.2
2024,13,La Rioja,25.6,53.4,0.1
2024,13,Mendoza,21.9,49.6,0.2
2024,13,Misiones,24.2,71.5,0.0
2024,13,Neuquén,17.1,53.4,0.0
2024,13,Río Negro,16.5,54.7,0.0
2024,13,Salta,24.5,71.4,0.2
2024,13,San Juan,26.7,48.5,0.1
2024,13,San Luis,23.2,60.6,0.2
2024,13,Santa Cruz,11.2,54.3,0.0
2024,13,Santa Fe,23.6,73.1,0.2
2024,13,Santiago del Estero,27.3,61.5,0.1
2024,13,Tierra del Fuego,7.0,73.2,0.4
2024,13,Tucumán,24.8,77.3,0.1
2024,14,Buenos Aires,16.9,70.1,0.3
2024,14,CABA,17.8,73.1,0.6
2024,14,Catamarca,21.9,62.5,0.0
2024,14,Chaco,24.6,83.3,1.1
2024,14,Chubut,13.1,47.1,0.1
2024,14,Corrientes,22.8,83.8,0.9
2024,14,Córdoba,18.2,73.1,0.1
2024,14,Entre Ríos,17.7,81.9,0.8
2024,14,Formosa,26.5,79.1,0.8
2024,14,Jujuy,17.7,75.1,0.5
2024,14,La Pampa,18.3,63.3,0.1
2024,14,La Rioja,21.0,61.8,0.0
2024,14,Mendoza,18.3,48.5,0.0
2024,14,Misiones,24.3,79.2,0.5
2024,14,Neuquén,13.1,59.5,0.2
2024,14,Río Negro,13.7,54.6,0.2
2024,14,Salta,20.6,85.7,0.3
2024,14,San Juan,22.0,53.5,0.2
2024,14,San Luis,19.4,59.5,0.0
2024,14,Santa Cruz,8.6,54.8,0.1
2024,14,Santa Fe,19.0,85.2,0.5
2024,14,Santiago del Estero,20.6,82.4,0.2
2024,14,Tierra del Fuego,5.5,68.7,0.3
